Case,C_in,V_in,Area
dp437,3.520824608886889e-07,0.6047156809108991,31.17898335525119
dp438,4.885489900158948e-06,0.4315504922995883,24.93049428314546
dp439,1.593664924038679e-07,1.1189235441395995,58.76206171770498
dp440,2.194144914966022e-06,0.6987232732147138,30.33411542623399
dp441,3.035915622178526e-06,0.21680942215971402,41.07815162414867
dp442,3.540084904084054e-06,0.5183657195217295,26.08512410147672
dp443,1.109164230342291e-06,0.8524103315478273,43.58756484216327
dp444,7.514999435445066e-08,1.7481245025674659,55.90421042825555
dp445,4.469759078422109e-07,1.2721246065460459,65.53765665782683
dp446,5.066828408838818e-07,1.8114519298287837,67.54808822521825
dp447,4.238165341623707e-07,1.3070656512150962,49.78114971045109
dp448,3.577322632610352e-06,0.30581403885022135,57.68148272880677
dp449,6.581766141151277e-07,0.7780965705464455,53.30878593400296
dp450,1.432679153015406e-07,1.3993842193105266,41.74309761256429
dp451,1.812557631055247e-07,1.8600523966771947,26.17435849551956
dp452,1.678713996415076e-06,0.8751307674271467,41.18191196052758
dp453,2.757986920562822e-07,0.6871940093331376,50.18027910907266
dp454,1.512977603939253e-07,1.2690556579644579,57.37281820035906
dp455,8.942361439542961e-07,1.473628424949722,24.12339906394429
dp456,3.239695839171341e-08,0.8935610921189721,43.80278763046626
dp457,1.342817772517371e-06,1.0805420213786152,29.20622124842812
dp458,3.538234440189339e-07,1.8413093529919902,36.33555881959131
dp459,6.267220449741275e-07,1.9473167560377196,31.37823487232965
dp460,3.300162171045458e-06,0.33667076401037355,27.88817031239595
dp461,1.196527756389813e-06,0.7257486529065009,47.10003449129002
dp462,2.412123510968875e-07,1.642513646479891,37.14492384196907
dp463,8.769942459202186e-07,1.61503085323276,40.73342221004138
dp464,1.245241381755999e-06,0.46618463238565777,58.86653263167582
dp465,1.135402577001114e-06,0.9720743666492868,47.3903256032576
dp466,6.406497173398788e-07,1.9949699601146977,42.78921750664516
dp467,2.435904486275812e-06,0.39091249164309827,67.30640359261538
dp468,3.478359610902527e-06,0.2781702297133746,29.50242076019988
dp469,5.085580861296382e-07,1.338077709054196,45.20022307196729
dp470,3.917395357262783e-07,1.1972867688546756,41.78196599094584
dp471,9.285405797592764e-07,1.2327430330755527,35.41398032857258
dp472,9.935499020286044e-07,0.7236434158577125,63.67730660847466
dp473,3.240804720894335e-07,1.8246625820370446,50.84047979078379
dp474,4.468668534251292e-07,0.3570091707539965,35.20468363831831
dp475,7.932934050515747e-07,0.9412768883530958,54.79446488917144
dp476,5.310914874918909e-07,1.4475941375854873,46.46274698958761
dp477,2.926674399446194e-07,1.794673366464136,47.55402416993343
dp478,3.886732918997318e-07,1.0856873503121973,51.54039269044029
dp479,2.396820478347894e-06,0.48462976304609534,25.11225883405942
dp480,4.956714182313514e-06,0.25382317648249986,50.48846264831485
dp481,4.31499893946475e-06,0.3144975527320676,42.68944455730806
dp482,3.620200082059805e-07,1.4256660120187004,37.83826522251103
dp483,1.155680360484202e-06,1.1331178989655741,45.84799375139685
dp484,3.151420991247183e-07,1.6437841648147793,66.64808575034534
dp485,1.504032773696933e-06,0.8579866557514997,46.97046770659397
dp486,1.208655376065238e-06,1.5954380846394558,33.79895417030058
dp487,7.283251190382594e-07,1.8985418884264484,36.4455944925668
dp488,7.607201220452225e-07,1.6483777277791343,44.22225782958542
dp489,5.302102600487233e-07,0.48180113559375437,24.19064910401057
dp490,2.617105780566748e-07,1.6033235471154688,30.02165468485634
dp491,4.320745931270129e-07,1.497729621446805,40.41492718572118
dp492,5.911076758906484e-07,1.0676186663858134,35.8488106810423
dp493,1.952818621344334e-07,1.9048816421742278,28.66339636828916
dp494,1.316201123988595e-07,1.5563793160199966,27.95424493535889
dp495,2.139283548671022e-06,0.28286700643548923,66.74373645323581
dp496,8.966019619183376e-07,1.5914879797763613,23.56966167444196
dp497,9.732080273868106e-07,0.8888665385731984,49.85563360779216
dp498,4.246533887863044e-07,1.4613034277207122,48.04914121115048
dp499,4.610560745432106e-06,0.29594837491459075,23.66554713782306
